0.149288,9.07902,black
21.9478,20.6378,black
72.4354,68.1732,black
3.54788,40.853,black
95.2299,65.8548,black
53.0484,95.8419,black
16.042,30.182,black
64.0866,56.838,black
11.8887,6.11126,black
15.4103,13.42,black
92.66,89.3097,black
41.2229,16.9664,black
15.3173,3.4614,black
87.5066,81.4564,black
87.7336,59.5102,black
9.28447,40.58,black
36.5071,19.6802,black
8.67953,20.3979,black
95.7258,99.7261,black
14.5665,8.22506,black
84.7926,90.1521,black
16.0877,37.4959,black
42.693,1.18435,black
80.1657,50.115,black
20.6385,44.3384,black
65.6937,85.2444,black
94.27,93.4827,black
13.992,8.13006,black
8.51176,3.34327,black
58.9691,67.2177,black
99.5183,79.2689,black
3.83515,38.0194,black
26.5685,7.92933,black
30.2191,43.4192,black
71.5582,73.4032,black
7.46155,17.2767,black
68.3658,78.8422,black
84.1985,87.7306,black
94.7992,90.9721,black
75.1684,93.0386,black
2.71897,40.4006,black
80.1352,94.388,black
16.6903,27.9397,black
14.3242,27.3215,black
17.9376,10.1757,black
43.4622,30.7531,black
49.952,42.2623,black
44.3955,18.444,black
98.1806,56.5262,black
99.528,74.3195,black
76.4551,93.927,black
97.5703,59.6452,black
90.4587,50.4082,black
81.0721,84.4781,black
60.6039,94.5664,black
85.7352,84.8311,black
50.6473,52.6218,black
28.0707,27.8809,black
88.847,52.1887,black
30.5932,33.0242,black
18.3115,37.2911,black
85.1052,98.6322,black
3.11655,44.599,black
85.6519,55.1872,black
92.2539,74.2759,black
25.6756,27.2418,black
47.459,49.3471,black
74.3094,66.5179,black
67.0821,90.187,black
6.38907,33.4291,black
72.0925,61.8101,black
44.3295,18.2479,black
17.2351,21.2147,black
0.0715548,10.8719,black
54.6541,67.7312,black
6.50672,37.179,black
86.8573,71.915,black
84.7937,81.1861,black
23.71,4.53105,black
33.753,29.7524,black
10.3534,12.0199,black
90.8646,79.5267,black
72.4665,83.1282,black
12.2221,11.3443,black
98.4906,99.9325,black
48.624,47.6625,black
29.2744,27.2508,black
71.6499,96.3162,black
89.293,90.9796,black
82.5702,65.1388,black
14.1203,13.7163,black
0.982236,47.1443,black
19.3402,13.1659,black
93.0286,73.7742,black
72.8976,51.4494,black
20.3689,16.2659,black
92.7203,55.8503,black
20.9949,14.4378,black
41.6364,20.1192,black
26.8663,0.0180244,black
73.0739,81.0001,black
53.411,90.307,black
37.5113,44.0653,black
38.2406,36.5834,black
21.7159,36.4805,black
10.9587,21.4291,black
91.3581,66.6012,black
4.05085,44.0749,black
22.7929,41.2788,black
89.0983,50.2365,black
48.3962,22.9018,black
31.8153,43.2182,black
17.3886,14.712,black
17.5571,42.4017,black
50.734,94.6802,black
99.8822,98.9113,black
50.8095,67.3597,black
4.22193,41.9129,black
15.7553,8.56867,black
84.336,93.2453,black
88.9984,63.7031,black
8.73697,42.9087,black
77.5723,95.4576,black
14.5227,18.0367,black
61.5829,94.7705,black
79.8207,63.2071,black
82.0231,54.6436,black
80.9937,99.0235,black
80.5586,55.9122,black
18.6859,26.5958,black
60.003,60.9008,black
6.00721,21.7773,black
23.3533,46.9354,black
59.9285,91.3567,black
69.4915,75.2013,black
92.2128,80.9329,black
65.5575,72.7014,black
63.3643,84.5382,black
45.3988,0.968075,black
83.8934,56.3145,black
86.4895,89.4883,black
33.8745,44.4706,black
9.257,45.3006,black
65.6309,79.8663,black
41.636,20.5368,black
82.0372,97.6107,black
9.40675,20.6543,black
25.695,26.96,black
96.1447,91.2408,black
6.33784,19.0121,black
71.9434,70.9019,black
90.2009,76.3644,black
19.5184,27.2146,black
82.1606,96.1221,black
53.5542,66.7731,black
14.8039,37.4159,black
61.5373,68.3131,black
59.9165,69.7433,black
98.574,77.6567,black
44.1606,25.2782,black
83.162,55.708,black
51.0936,97.6013,black
75.1237,77.9914,black
38.0327,24.2948,black
